C,Mn,Si,Ni,Cr,Mo,V,P,S,Austenitizing_Temp_C,Tempering_Temp_C,Tempering_Time_Hours,Hardness_HRC
0.391179236007049,0.6845929134675189,0.20936527288276435,3.418353420373093,0.06567323692698476,0.0,0.01430720497635581,0.0,0.028395752074624175,835.7821946037739,653.3116489651374,0.27868625289542964,24.92793385390309
0.42384770249982345,0.7479387690157362,0.22123821321194462,0.07327500129348244,0.9171529720946971,0.002044397956933782,0.17672971446299005,0.037069285599810514,0.03236038871269915,902.8100549006487,210.80828490406583,4.112728627024146,53.015387066629145
0.35612204787231666,0.796090437240661,0.23395024243294554,0.06389544432329626,0.06167846095010601,0.24260238221959957,0.02259698345797133,0.010925964544301862,0.03580343576880725,906.6670199008636,212.74950537101992,0.21745294183124386,52.668976239636045
0.3887437649717783,0.7719785347952786,0.14235819168326533,0.029646120326044918,0.9987080697891861,0.2141803287732637,0.0,0.014628247466124462,0.04097857786218101,901.340469677607,370.8736774655632,0.9926504637184168,48.66597066825334
0.40214955418999987,0.8819158710639398,0.23863283625665627,0.016152966716385594,1.025168209157511,0.20594456118213944,0.0,0.02801023102734164,0.023365547870595544,894.8667931655451,397.88314899056064,2.6010020721997433,41.63810015981559
0.4224313957431188,0.7833089918505508,0.22670412583434546,1.8103041629208065,0.8013721772402219,0.33051021324383384,0.011039426821917567,0.04080731696584537,0.04254982323364571,868.3477848414931,418.03653227128865,0.1,48.62583663209245
0.9900387544228249,0.2882105262923395,0.30266681677796164,0.0,0.03210159056777922,0.0,0.0,0.006341444331820897,0.02850253170558756,777.6939064911783,488.2087458983326,0.1,53.346890997097546
0.3298510659505893,1.8358496786947054,0.18776875562180995,0.01445460924086223,0.035819612828789885,0.00043462646078371394,0.02059575033649011,0.023576855287536284,0.019295531364290616,905.7527617089764,315.1140461163013,0.8349646778445572,45.01072847723121
0.4882855522869789,0.917407629864386,0.17396262493138134,0.04816673615420092,0.01779700844880445,0.2500558652390065,0.0008284416240359646,0.0031438500336978,0.03272466951846007,878.9726875147993,432.9621630918899,0.985095874919895,39.812654088530145
0.35911567976589603,0.6810556109538991,0.21779469984579822,3.417873776097104,0.05760542863031934,0.0,0.0163566545881802,0.011231916831805579,0.032055052432856966,852.8505869332386,427.30467396121554,1.9197100292083744,34.71165630642322
0.5619233136495567,0.5263580977285245,0.16760033881394162,0.0004819445448910635,0.024391160896142572,0.0,0.0,0.022977416212931888,0.026804104002350195,854.4592761974789,152.08732464304984,0.1,62.553696966411465
0.9914434485089182,0.3213672563571509,0.2943947719346086,0.017978739795210186,0.04088237080388725,0.0,0.0,0.010079133473458497,0.017169802993865585,779.1768345535454,400.89313255413856,0.1,54.34288556611386
0.3661081930406007,0.7565411605446626,0.2598608692697045,1.7243470446659388,0.7949412150667076,0.24450402516119035,0.007274339977839875,0.0363492244427855,0.01204931478245641,872.0798878039063,397.765276365863,0.1,55.24947988583703
1.1578585888774389,0.5681813306088874,0.08439273880346052,0.0,0.020212485470299805,0.0,0.004892447919433028,0.0,0.027730681090928706,728.1971281395346,405.8475532249213,0.1,58.64479811849473
0.42038328984630835,0.6113513074377661,0.27908273332620814,0.019843152503290204,0.06077124335155852,0.01188146324290601,0.0,0.0,0.005854076537123949,886.9315148650876,206.61285174436995,0.8690856760298906,53.48884555852128
0.34466699000334133,1.8613749830283728,0.19169941924551895,0.02743562807243919,0.02403569815058682,0.010681459401062939,0.0,0.013153223905186785,0.024632364651295213,894.4158530604311,313.2761313092538,1.8206721607999585,46.81562693529777
0.6557669014678412,0.8821872415492534,0.1880665405028728,0.01159693204342042,0.0015270697501509976,0.007867476315242572,0.0,0.033635888174260165,0.04376532829584929,838.818337994847,318.94667382427565,1.0426299182437113,51.31317241295858
1.1633528633069938,0.5719192830449519,0.09980897368383512,0.0,0.0024878984657679057,0.0,0.002042306683967936,0.021567469332550583,0.020191882527932834,729.6891518292935,200.60957342384398,2.5678147619078304,61.20506300329803
0.6040705495179003,0.8871605433489217,0.20822641612199308,0.02843449814423225,0.7985548632501857,0.012400178379609845,0.0,0.007891564245756013,0.026901718831371033,835.8889752910269,105.42496856809417,0.1,59.42804517994827
0.3575736975853375,1.8623566728600933,0.18734487324670548,0.01554343296694595,0.015844625111294253,0.013010186229561823,0.001364561245539134,0.008221609460227732,0.03417515920990085,902.1334979877437,540.2343221007557,0.20220981307141525,32.394734332528486
0.36023766232597776,1.865708571497572,0.19247999164556037,0.0,0.028404051729906715,0.0,0.00015502243458538446,0.023973653510396896,0.028269207934382177,900.5557619745055,647.2616303979236,0.17020234354123015,27.728674186610554
0.3563862021993677,1.8347625716503364,0.18858685469644432,0.009078787339154435,0.024335058336958024,0.0,0.0,0.012312713793806109,0.01545902178047173,896.9095493574869,647.7868723067932,0.2349537284669496,26.345176862251876
0.3508662269220512,0.7978236589309045,0.2089539474827386,0.06967145191744857,0.05257578941773985,0.244823214323787,0.003596426379347026,0.011064225795064768,0.042643839173461914,906.8954095041105,530.9428875467232,0.2039818470199517,35.63201550547099
0.6699958721819388,0.8615599081548786,0.26339023610358925,0.02252475370981931,0.01629012677397891,0.2433174408687028,0.0,0.03460140171190424,0.022048616183137214,836.9618821834027,474.10585848246717,0.18977338786371561,45.043914691023375
0.4339142335353624,0.7986412426509212,0.24502727596310878,1.7893402382810268,0.8004180047191123,0.32696544459684584,0.016484458014857616,0.030939513799539742,0.02211332172795564,862.9764495266749,646.6844741380903,1.900039589079505,25.270925087206418
1.1503450356523164,0.5849105733385446,0.0798745203271097,0.005221644883672146,0.009168924745334598,0.003891145613580138,0.0,0.021788643222304165,0.01331602429656352,716.2126277690197,206.76685522541428,2.54230150565886,61.35896663285806
0.340961195873764,0.8089124780438225,0.21817024713548988,0.05875218156062812,0.07904385080330151,0.23697709889433086,0.008422280344886221,0.013655870156978316,0.013567181030914506,904.4063568476688,373.23904878695686,1.01652797470071,42.17018722464916
0.4168197416958543,0.7847635535570162,0.23322264417122165,1.789341489728488,0.8248792040723489,0.31928243946356805,0.0,0.012106370634355558,0.03733864221394854,868.0762357485561,258.5416475648177,0.9428359347361119,52.001973008129255
0.9836838549133468,0.3037528558440686,0.29796518068149497,0.007247879783265484,0.01932032721383073,0.0,0.0,0.012439085022038984,0.03954210597629346,776.1553775664515,153.30182350351942,0.2158746146731833,66.13941047602881
0.4043881504311579,0.7713671187903992,0.2388946889023226,1.804407145977728,0.7809698559596491,0.3218315453560327,0.009221978459327644,0.02542144896917447,0.014705190217992594,865.9876131847888,543.3783956750915,1.8624758092653186,39.42838758770622
0.25017930352584117,0.7855349057715312,0.09032893542538632,0.0,0.0,0.004273773172642721,0.007597527631073579,0.0097023822450659,0.008019082559523865,918.9277882851729,701.3523687788313,1.0798463436947927,10.001241722998897
0.38583122782942014,0.7507151536450131,0.26203218366161346,1.7376721255488317,0.7893814035994158,0.26245757101909606,0.0,0.03105075759947229,0.017673012413165948,875.6821591890648,596.9761212207552,2.518910832347518,23.408462932537887
0.32336026481365987,0.5635141428936172,0.10028876739527012,0.013980632378109594,0.031251708498788985,0.0065834694359825354,0.0,0.0,0.028660341597657065,903.9629477214016,387.0577691053312,0.17962710206084778,39.84227124993887
1.0012510940271226,0.3916682821023826,0.23956806627475863,0.0,1.4151853770805651,0.01081652600865716,0.0,0.011272680849728383,0.0,771.9870740885348,395.53855997316856,1.0081160472899777,49.844966397223935
0.44938757642502486,0.7879432272705389,0.25221843347696,0.009409579168142182,0.025782778038374914,0.013943620324942022,0.0,0.04215431272412341,0.019747548203911135,881.0220296175382,590.5385759869499,4.0387280259198395,20.49214678291186
0.32417094825602516,0.5139485599132191,0.08787026360401591,0.00024950981700141777,0.007009592192545908,0.0,0.0,0.0068582898197783355,0.03934014183539975,899.9897154217429,98.21170652464312,0.1,46.85637941136172
0.3316291136285214,0.8004981709017744,0.24879062308169184,0.04927440029005726,0.05512877555837415,0.2458214718210891,0.0,0.017223055970566312,0.03420262603117342,907.5828659204423,643.9066378439359,4.274734922940457,20.974580905141863
1.0028281751419292,0.3955712958553295,0.22066179422209442,0.0,1.4216679662107432,0.0,0.008540108774482235,0.021742500900898108,0.027260276306646132,766.844752058813,190.36795826339304,0.1,62.286667178507926
0.4478590004656648,0.7331514134050999,0.23789239953662994,0.05820647606398123,0.9198886535764281,0.0025785980672761327,0.15819458942290535,0.009436840604118526,0.013656800027030007,896.2908938491381,482.6537045815025,1.0362363450861314,39.1965173533633
0.3409562795139707,1.8407237583968619,0.1826264864242227,0.0002055238297527743,0.02963941626682435,0.0,0.018088898018444637,0.0,0.02605403706763657,905.0109779429854,645.7593077553585,2.184880425391153,18.58355565741587
0.5409482912048845,0.8100609592004565,0.2835202312592961,0.0050859431306671055,0.9691820100392152,0.014799825300868093,0.0,0.051025792005037075,0.013440810557818922,863.5413812419089,102.21909851838036,0.1,62.58029188810733
0.43194159964479834,0.7388829827385741,0.18535187011867568,0.005208541859927496,0.03225893808477512,0.0059865427647719195,0.0017744395099614913,0.008411766658214574,0.040826284273436785,890.9329206965348,422.5229152606057,1.192571407692258,41.89979352285839
0.3517004740498712,1.8565087155394562,0.19932936328968365,0.0,0.042183314140602425,0.0,0.0,0.02222384294380373,0.019704267102580435,897.9690485654921,432.9913482261056,4.212055370863575,37.97164554352464
0.3497660626274728,1.834730898149111,0.18077723642636398,0.03325720398692709,0.04235084267028379,0.0,0.015110460220586786,0.021737313907800506,0.020961137761976653,885.7148483021265,259.73586186075306,1.1363601665153529,49.78043592052056
0.4779180423243504,0.948597507610109,0.1486111594476323,0.018672419109658344,0.02322775648970274,0.24484513871566327,0.0,0.019952092744370768,0.03513559526471054,874.7606190627821,477.99698209369546,0.9995730159457618,40.05961611908815
0.26462962360705783,0.8764380903195339,0.29776340367916754,0.03856304649556679,0.061193902157378494,0.2426477617777082,0.0,0.007063813159211773,0.037883341170108276,921.9591781680551,589.8851490399364,0.993190275013416,27.932573517303965
0.35520646424729063,0.8088727340639746,0.2531946784395526,0.06346101144948053,0.05475125183541134,0.26241084221920496,0.0,0.0,0.02348284940901067,904.7482588236209,258.73896446373436,0.1304873754181194,51.05347330861414
0.41832341017370894,0.7908361233030333,0.24429799489530096,1.785152548693199,0.790252832934042,0.32365286810128663,0.0037960231276830832,0.011445994275056551,0.029374214343846572,863.6682415129559,211.24568890919852,1.0810202983300181,54.04604831389558
0.3998582605617273,0.5627234617621699,0.2348882703206079,0.16092285724812513,1.57284963080246,0.36629836162430224,0.0,0.017305632306301597,0.014452005046340428,889.7753546104938,534.884413835909,0.8971011483920709,42.00571466884331
0.6304776036424138,0.8770019723304018,0.22041870050266885,0.017284196662346877,0.768776615768798,0.0,0.0,0.013025749711245007,0.02118538120512028,837.6225042557021,391.9470466971897,2.4849781798116513,40.459926984613986
0.4162805266308283,0.5879046351410718,0.24432444131477493,0.19123894714405118,1.5784684015259076,0.3537087163043786,0.0,0.032630027835747935,0.0005985333416537088,896.5823945495835,546.5053805728026,0.1,43.68400831720087
0.3911458369061608,0.7673104038147848,0.25910444348665396,1.7370718977061845,0.7783730219696438,0.2475503994887082,0.007244977205632609,0.016159326034451672,0.01906500784431158,876.885925439833,390.97845604453806,2.395677153160273,41.44333295224907
0.2559636748241736,0.7892341143968266,0.10078719360506794,0.0,0.0,0.0,0.016481455531674565,0.014082433657587844,0.03253154799092351,910.1035741396813,327.3617002420798,4.009934753498441,40.98025775584992
0.3576894145009113,0.8060311142466849,0.25063738566163085,0.07128746155944674,0.037308763977921836,0.2455466518804249,0.002358264356846853,0.014075685893508657,0.028835197679907644,909.1723186903296,528.5932460137101,0.22533858716674096,35.831387686039875
0.4323826795651868,0.7969059987142684,0.25878286148978424,0.017539974980923915,0.03807757610119999,0.005122977127928234,0.0,0.014019205945115031,0.03538193669191208,880.71460035796,535.8359726327216,0.2674272527883678,31.25502105098902
0.985606803734818,0.3175764463215353,0.3142655481851817,0.005834546255534319,0.03658224381343004,0.014362227110394855,0.004566952076301555,0.02703510109182539,0.030591190366227573,771.1642540976853,97.81245955677701,0.1,66.65325896759886
0.3644696427448166,0.7734528038993808,0.1282883462031299,0.04558015125633394,0.9808587176749083,0.21071781640863724,0.0,0.01185783824559292,0.030218056138551764,895.4733129578075,208.7837471635993,0.944499363830954,54.07715178854677
1.1580203335658679,0.5678771310118796,0.101559820411207,0.000373247663870283,0.0031186905680687773,0.011415403820381857,0.000563050626138667,0.008214511996582678,0.02967420460342675,717.9850153917783,503.49405932929534,0.19106541375742642,40.82970550239199
0.4380760041357677,0.7852399407150247,0.24578199733200157,0.021650989355704323,0.009342732646921852,0.0,0.0,0.03085738488596501,0.028402368816430875,880.3535132199535,547.539713422689,0.9346419119280005,27.579753286506822
0.6561171957368173,0.9013353665954332,0.18342718727778382,0.003695938155047825,0.0,0.0005184695047948516,0.004613764050670138,0.05906008077034464,0.03723209999819009,827.3180617406107,419.10411203968283,1.2034062259698683,45.39428332178272
0.6456620470029047,0.8574137874263206,0.1703781737206448,0.0,0.0030221096424523884,0.0055070468484807455,0.00595157668541076,0.048103364780446425,0.05622814220155285,834.4120979532973,195.76936792943937,0.9570998772611765,57.843772117121006
0.45663702435937675,0.7305027912162758,0.16886363147717903,0.003202678191418711,0.017701568182315608,0.011122484059891961,0.0,0.025134956784867442,0.007641822608292343,871.1544178921462,265.24922326493424,4.038628336633096,51.27929549460234
0.47021230770883987,0.9631353344025245,0.16363681563867627,0.04225761261144336,0.03530919761042965,0.25150152571011625,0.03517967370993585,0.0024789675535470696,0.03424132300769115,887.2398377068914,549.1652303726127,3.9766830891243354,35.9027326214836
0.3503616887986346,1.8420025675821556,0.1789314510952677,0.005457207542868779,0.0485572948068933,0.0,0.009185818851144181,0.02514755495458495,0.022991696757713627,893.0702146542665,599.4036320612662,1.059543769980026,25.442616375307875
0.5698063251510994,0.5127310049867366,0.19232257482378426,0.027773526109168185,0.009268467197020012,0.0,0.0,0.008925837361203852,0.021857775136547575,863.6628309762295,303.683603726069,0.1,55.27679729333476
0.4846720465724592,0.9145700273570313,0.17208019437874006,0.04132578499508078,0.032364860589600156,0.23633520962605717,0.0,0.019728120808067028,0.01819425985711122,872.1001944078062,321.53690861294075,3.946412669402139,47.22464027628336
0.4819202873344921,0.9320578603623616,0.16467915925672785,0.022618049599514585,0.04741215807198114,0.2570667129736103,0.0,0.012207530971927977,0.033666975604230535,874.7226673581549,697.6614311213614,0.21196611841708105,25.567475977008105
0.4480356133965064,0.7223706524761007,0.21627184966205265,0.03186055681932014,0.9168924605188103,0.0,0.1660921231554578,0.0132882554362003,0.02993184198870858,896.5108887858241,536.6359068895091,0.1,40.35879684279233
0.5102363686848892,0.920371673372625,0.12737924532450726,0.008210601356392845,0.0,0.0,0.018340853963934093,0.03141673936362213,0.04502253775039225,860.5902553242188,204.5652572095302,0.23402942335724974,56.58048439203088
0.9885553994925312,0.3026814410680987,0.307236928854609,0.001412630812854796,0.03461260053456592,0.0,0.0,0.0061649087469403145,0.012306111432994583,777.5504413166447,149.4832485052811,2.5527176421243967,65.25972758427447
0.416580277789165,0.8586616271200163,0.23657740981709544,0.01440680529117953,1.0267609728976275,0.21106564530789237,0.011509311309657719,0.017718928642162356,0.012006735270417929,883.0362642297569,102.64832807416512,0.1,58.55805036109244
0.4178269687224666,0.5540464910774134,0.2330097086172109,0.1635600055715803,1.5804976994977875,0.34537452815520253,0.0020361301966578056,0.0,0.012032448508804488,894.8412272180739,482.0731650183584,0.9784976203223641,44.06644380578629
0.32657102010552164,0.5324014049308684,0.09447609302099282,0.0,0.016092778352115745,0.015360428792582582,0.0032912608480169165,0.0008661247818709814,0.024950138010797426,895.1634913463121,197.7759349954359,0.23155886087662364,48.45006885265358
0.39582331312279007,0.6019315905569883,0.2627518403772288,0.02279213366924916,0.062051439121059385,0.0,0.011943088756919533,0.007355458149394891,0.0,895.9047191663326,476.44470491017404,4.081886763594498,28.358236579523247
0.5200940396527525,0.8243363134439057,0.27717111585717025,0.0,0.9856076260087833,0.006878661552525386,0.0,0.026732555563006598,0.00926027935922025,866.5444605509566,699.2787093114885,0.1,38.73119861797582
0.26356487888774777,0.8811901076835288,0.28513310754253074,0.027622581925647337,0.05033085840028258,0.27088871695850253,0.005348448882738205,0.009100272754728335,0.04185713028874018,930.152388650233,253.5195537976522,0.3237688190854316,45.27733980357948
0.24616882462866008,0.7784947929602675,0.10331069781678014,0.007255987513862029,0.003319578561285177,0.0014145010917437214,0.01652469921443204,0.018285979868188335,0.024555445973951418,920.8642215325096,703.9292292653008,3.8754131662984173,8.50175681957699
0.5590027489695872,0.5488196806566856,0.17862382320351053,0.0,0.02077251193755872,0.0,0.0,0.014805569184200736,0.001812388417096333,861.3381013142493,601.6252663623253,2.356164840867877,25.724722440043195
0.3121915468154634,0.5756285106609671,0.09039991566085223,0.025356808235371547,0.020527395583014994,0.0023291879923906965,2.3284633666169706e-05,0.01669288745001877,0.021439459217478776,902.0818406482383,478.89695310489986,0.1312604628978744,30.099648656306716
0.35140059932330575,0.6103827904573704,0.20087052822380547,1.8582850824301411,0.05917702569268391,0.22600905213074585,0.006783437657887992,0.01270036021393442,0.0208270145083746,885.4197134701619,541.5345054104769,0.1,38.93091360493637
0.39864012775500446,0.7363802167077146,0.24218727744902174,1.7565513813379974,0.8000190515883163,0.2698262431569791,0.0,0.016176204319712634,0.008511701061616646,865.8821508569625,505.14758953065945,0.991878398586315,35.67940335795857
1.1489714857591096,0.6043767048842802,0.10219263313117749,0.0,0.016180411125223643,0.011195101306988932,0.0033597156840655708,0.01770296185080525,0.03447912573904926,729.9181942362314,497.4920155498842,0.15488449234403925,48.21205964653992
0.4108492916224267,0.5607235976206626,0.23252684265960022,0.16510218673382718,1.57694568060589,0.3654235769260329,0.0,0.006793980909438599,0.0020097673040959567,892.4074129159366,702.4913160901306,4.033619343555157,23.00376950139342
0.38357202549927805,0.774115211163331,0.16860506725336358,0.04290571786092146,0.9753635170276953,0.19349221820776044,0.014018066093770255,0.018333627578182885,0.023768709315960482,896.7309838931774,430.36863870508324,2.021992965634716,44.354385806570825
0.40129748205226806,0.598093492518121,0.2767319703428322,0.03277894899168136,0.05357921239274582,0.016750986928114303,0.0,0.019901192910576848,0.011474049033132446,891.6958200828888,421.6546454895262,3.9447964733971363,35.36159543138806
0.3955266844442111,0.7218372395187767,0.2154733816057683,1.322098979839156,0.4860287638998664,0.012834386833426921,0.0,0.012332807700123603,0.014955913091576126,866.6916693168047,532.2612148465496,1.9853948694107346,29.59780487853815
0.44475185491104857,0.7287550193189375,0.16895985343339187,0.022797701537715404,0.02435755000181598,0.016082253087747453,0.0,0.020280409557576474,0.03377283580891801,882.7672936530904,591.5380527304845,1.0143791955944617,24.830866786952075
0.4090293016120535,0.7896518729294318,0.26063024090213033,1.7833061976819597,0.8003239764298754,0.33985118751901916,0.0,0.017982450565755932,0.021091469333565187,855.1520973361753,426.6106339638082,1.9855425851561774,44.80783173746886
0.6771000685305513,0.8793899084435293,0.25969394905996407,0.013297968733996643,0.025672255651139956,0.23270657346099108,0.0,0.038684271118341634,0.004600622421860826,846.503665350963,423.95368849758523,1.0166588622625747,46.97122872182482
0.36185285300508185,0.7511792456757428,0.2751169742072128,1.7435496525607883,0.7922143091789607,0.2552584977536874,0.0,0.019817741240467646,0.0010085694336031802,877.1240487387273,602.8608112399502,0.1,38.414306016749826
0.8990576175247095,0.5409552695639698,0.05425467112649566,0.013133436353515968,0.007328081192722763,0.013103130798278236,0.0,0.01733722126867626,0.01948249446599368,782.038184137086,93.19415209953668,2.5918885741846514,68.87826527329028
0.23961101458712505,0.784312111590512,0.11716593652179143,0.009085558036586514,0.00048799267930859784,0.006657486526313864,0.0,0.0103297714324638,0.03829873375490635,910.046320946119,651.1497555280538,0.2586888211263841,17.739010839520972
0.3738230457855373,0.7042408030319569,0.2289818077523231,1.326900014394202,0.4701119450630664,0.0,0.0,0.013820530123709485,0.040180829427441514,875.0718918352696,535.1038808219532,1.0368589408767557,32.92812962197628
0.8971627856162093,0.5466557069824047,0.05152026485994533,0.008493298328823198,0.017671438246372344,0.0,0.0,0.014265977798252704,0.02555337021847589,781.0116343153379,307.944704848247,0.12886089251335736,64.983494224852
0.3811912109791789,0.7023357479955608,0.2149126016854116,1.3079039915940942,0.4961282369701387,0.00019402437959829103,0.0,0.013324845705631725,0.034018151845128713,877.2908612278969,653.460760817974,0.2822489020469317,26.513023346077002
0.24559454541919878,0.792188471997124,0.10293625076207463,0.0,0.02112249183516754,0.0,0.0,0.022339804369065745,0.02982419199485524,919.1519057864581,427.33120441296893,0.9217550765699108,34.13389594947708
0.9996345762747824,0.40295998228657837,0.23429662577503155,0.0,1.4128806588067526,5.6331883821478934e-05,0.0014290785813993786,0.028759025360393313,0.014983952069904322,760.5163658423338,499.7938536330107,0.1,57.6346818427177
0.663008080298972,0.8800525196165193,0.2089398851803035,0.0,0.0,0.03143261448148398,0.012391268985412278,0.04071991101137144,0.03463638522778528,836.6113150905765,535.2240007973152,1.1379772209774364,36.50388580320989
0.40723080033476466,0.5877991420675217,0.26066580869204947,0.01826255469522773,0.07174263784921266,0.0029624802974045975,0.007539230215667368,0.005587109915925501,0.006013621150439024,893.9392262741693,468.86719677847356,0.9432841762518123,34.323154305904495
0.2705572132969825,0.7784780469891546,0.11156008012117707,0.0,0.0,0.0,0.0,0.014276470012524271,0.02615036915590325,906.8652758838767,204.9536111356813,0.2588904403364878,50.77562373485923
0.3440362016400959,1.8652470136852293,0.1816552874199582,0.008623198101225017,0.04579866452413381,0.0,0.010227437321909314,0.007256079658896566,0.018364229184452917,890.0664831242507,654.5812030973069,1.1491206502104618,22.49503671729628
0.54545549735622,0.5263126953704818,0.17870718686582235,0.0,0.015916687593659135,0.005543800346169465,0.0,0.004429718665944824,0.0,857.4720524538616,195.28207475655353,0.1,61.749492103431386
0.37994755285264425,0.7005121621901901,0.21621226351788664,3.3994389535075196,0.0484627642084753,0.006018340700375953,0.0029287291223594053,0.0030877888121425678,0.02699959971713443,834.1514700019837,644.7826031883509,1.9166156227405653,19.898192685267595
0.24811940082599648,0.7807610288347933,0.10701831709548604,0.0009585688029944986,0.0,0.0,0.0,0.0045793289782783304,0.0303845724720212,911.1338098184442,260.5194495116017,1.0928085499489928,44.11791803012612
0.31628169859068955,0.5108309170391976,0.11573913982395587,0.0,0.03023623041920499,0.0,0.0060950448053300925,0.0008669147748329867,0.00894108357790346,896.7697652833851,393.67022478908086,2.543567003747438,28.837039044004822
0.49619915287326555,0.9484280984571374,0.16483343631971462,0.04341501739675315,0.034871963732769025,0.2586579054622479,5.0238268807675204e-05,0.002142143588574461,0.01768368867397419,872.6187378055956,367.4455435121684,0.9745268361374952,45.37458557447989
0.41388153096464175,0.5754939152869772,0.22676588402549866,0.1635117752391398,1.5857088587217842,0.35892512862899284,0.0013865039604855046,0.014338447176266679,0.008372640279537914,900.450825036353,424.49394438731366,1.0304421264261387,46.168541602604584
0.4516729890054553,0.746415368145945,0.17319794534933158,0.008244002513806845,0.04915063434862583,0.0,0.0001740923835260415,0.015067290060855037,0.01854044038291678,878.7131648363446,371.720584899254,1.0745645106260777,49.36012348591243
0.4423000278630559,0.7710869584776979,0.2546111785142183,0.04458684374336612,0.012371854093096393,0.0018624897759510033,0.0186821690574232,0.025727865006429866,0.030275970987211184,888.637989498871,548.1084571286555,0.2520888766351151,33.23976102553364
0.5436275181403534,0.5453363542780508,0.18542414211778244,0.006231011908098384,0.030781938960973587,0.014079982876126596,0.008737790205896217,0.013055594888094844,0.023416721175384826,861.4790146388344,499.76075510426955,0.39746497001443526,35.961409144891334
0.9910803820948304,0.2995402644569652,0.30260761044606,0.0,0.027432623102724443,0.0,0.007159542363347018,0.02112265479965076,0.01638424319017035,773.6968425848507,101.90897123673182,0.1,66.62627222478896
0.4317208616224916,0.6692327194556604,0.15702467993976668,0.08239432186698284,0.9231235830578048,0.0005268126062731922,0.005552819034844741,0.03188844962345362,0.03861725862997788,884.9973519629077,537.4228279947799,0.2027417269030991,38.488931994486286
1.1553057002496252,0.5988147289300108,0.08902973279009117,0.015484083130105488,0.0,0.0,0.020057819520751405,0.035419148198792334,0.015946529485035606,723.8822360869548,301.4980210028687,2.696615266252926,51.77947611184855
0.4348459536506917,0.7323534979888309,0.17010841744286986,0.015986816966536792,0.041283664419470796,0.007629762308427419,0.0,0.005500346888161922,0.026702581838292768,886.2050162514355,260.7553314303433,4.053809795871001,50.37346226721616
0.9787885117486298,0.29937150892627423,0.27554060775948885,0.0,0.04002034914907263,0.02823978445325015,0.0,0.016974103750132582,0.025161420544446707,777.1318897458245,304.8348188390152,2.653851635139775,53.706582826603395
0.41438525775392854,0.6045400622559385,0.27463698528017527,0.03032980342754392,0.0677457138629495,0.027893734939563028,0.017169725704988124,0.0,0.019723710989093753,894.7431726188416,379.53225809493244,0.9821862813955533,43.581906744656
0.43434246337026533,0.7727164573288724,0.2499669784354469,0.014226877506268472,0.026219345150454987,0.01254194137475491,0.0,0.030599135254471513,0.01746042956958578,880.2259922685585,703.6543349775783,0.18642496185672683,17.33160546831145
0.8318425305191366,0.7375139397457897,0.2925207032902316,0.013508469204006961,0.0,0.016151828831327954,0.004956426750269869,0.05783482760504859,0.04181423018384946,800.8222203748494,535.9772452223491,0.2188472098276831,41.06760254509033
0.7405509649265686,0.6566737884312905,0.18232483622513337,0.0,0.009056191492948536,0.006034415736533877,0.00521329061827925,0.006738641343528464,0.00575090628068811,818.6492278274749,511.86110536743195,0.1,46.34473493982639
0.4171250383951596,0.8831640168079429,0.23353611603725066,0.0,1.0123808110160635,0.24325892747739672,0.0,0.018103448073339613,0.03476568798937188,887.4106952622042,158.5171547576498,0.1,60.69486783620679
0.42587858587175215,0.7527463437004491,0.23810297205776645,0.06524057352446128,0.9344557051979018,0.00667041407219136,0.14586322312100075,0.014090748387872703,0.019646012493676514,896.2075999732288,595.0572347602766,0.1,40.1335346022059
0.41084380881645666,0.8711507877080095,0.23012343404120983,0.014102658409682585,1.0351278870825003,0.23339985395942922,0.010659230922434981,0.010145068399985052,0.011012210054074479,893.0630170658949,156.29762691166283,0.12332824670955292,57.91316109911909
1.1543671524816888,0.568867086803353,0.09539636906482327,0.023682183753919048,0.018904516613625612,0.0,0.012684403418729407,0.016375520691505656,0.023921450206222356,728.396543461011,608.1537326275329,0.1,43.60666658870028
0.5391676602610582,0.7850142636675351,1.6083840456980842,0.00027014625768200385,0.7794736312494658,0.013861049151594206,0.006333124067790265,0.0,0.005447011322922628,919.9230321190338,258.9161065431042,0.8321935609935841,59.47393580335543
0.7427391312897901,0.6586410198963447,0.1698574365823851,0.0,0.003501324751650301,0.0,0.004021485996047734,0.012294843246398854,0.017257466484114865,809.099426120424,704.8953522384141,0.1,27.59845672959092
0.3531147470020314,0.7007872560194338,0.2143114700848826,1.311793292140446,0.4971695482658944,0.0056104456060735095,0.0,0.01774516753339502,0.03307104355701346,880.5350974492882,649.8043007130211,0.12252258815831614,28.700109791218306
0.30398498213178227,0.5108162452661716,0.09770405819600927,0.0,0.0012061672887871498,0.0052267721371860995,0.0,0.003731284110939574,0.01628049723506548,903.7215138757324,701.0503594381948,0.1,14.046079276254552
0.41543883014363775,0.5681823201325191,0.22419289147128263,0.15993963226422542,1.554858362734207,0.3738373371869586,0.012136657250722556,0.012078539362449594,0.0,890.3764801427071,708.4798333626306,4.037659979586268,23.24756304622165
0.40120262920550565,0.7484579649028859,0.2634749680427136,1.7423563964858462,0.7889451884009758,0.27044792335975404,0.0,0.021362479131651197,0.012228296568884066,874.136897940416,508.83989361289014,2.4050732840173903,35.02282698650521
0.48472752141799225,0.9408985827283323,0.1472524798621297,0.050546514925127864,0.03530196061104781,0.23590642518821062,0.001327993436458464,0.02531816429926194,0.025093107864454928,873.4249530298148,318.42551422961503,3.9589442821512995,48.41540562499279
